type,id,en_description,zh_description
Phrase,p11,Liver (Hepatocellular) Cancer Prevention,肝（肝细胞）癌的预防
Phrase,p12,Liver (Hepatocellular) Cancer Screening,肝（肝细胞）癌的筛查
Phrase,p13,Hepatitis B and C,乙型肝炎与丙型肝炎
Phrase,p14,Prevention of Hepatitis B,乙肝的预防
Phrase,p15,Cirrhosis and other factors,肝硬化与其他因素
Phrase,p16,"Incidence (per 100,000 population)",发病率（每10万人口）
Phrase,p17,Adapted from Russo et al,数据源自Russo et al.
Phrase,p18,Liver (Hepatocellular) Cancer (PDQ®): Prevention,肝（肝细胞）癌（PDQ®）：预防
Phrase,p19,"Body fluids, e.g., blood, semen",体液，例如血液、精液
Phrase,p20,Little or no association with cancer,与肝癌相关性小或不相关
Phrase,p21,It is a sexually transmitted disease,乙型肝炎属于性传播疾病
Phrase,p22,Table 3. Likely Etiology of Hepatocellular Carcinoma,表3. 肝细胞癌病因
Phrase,p23,Hepatitis B Vaccine to Prevent Hepatocellular Cancer,乙肝疫苗对肝细胞癌的预防
Phrase,p24,Viruses Associated With Hepatitis and/or Hepatocellular Cancer,与肝炎和（或）肝细胞癌相关的病毒
Phrase,p25,Hepatitis D causes swelling of the liver,丁型肝炎引起肝脏肿胀
Phrase,p1,Evidence (laparoscopic techniques):,证据（腹腔镜手术）：
Phrase,p2,recurrent colon cancer,复发性结肠癌
Phrase,p3,Standard Treatment Options,标准治疗方案
Phrase,p4,Palliative radiation therapy,姑息放疗
Phrase,p5,Signet ring adenocarcinoma,腺癌印戒细胞癌
Phrase,p6,stage IV colon cancer,IV期结肠癌
Phrase,p7,Inadequate lymph node sampling,淋巴结清扫数目不足
Phrase,p8,stage 0 colon cancer,0期结肠癌
Phrase,p9,A poorly differentiated histology,组织学分化较差
Phrase,p10,Stage 0 colon cancer,0期结肠癌
Phrase,p11,Chemotherapy regimens after 2000,2000年后使用的化疗方案
Phrase,p12,Stage II Colon Cancer,II期结肠癌
Phrase,p13,stage II colon cancer,II期结肠癌
Phrase,p14,stage I colon cancer,I期结肠癌
Phrase,p15,Treatment options by stage,根据分期的治疗选择
Phrase,p16,Stage III colon cancer,III期结肠癌
Phrase,p17,Stage IV colon cancer,IV期结肠癌
Phrase,p18,stage III colon cancer,III期结肠癌
Phrase,p19,Colon Cancer (PDQ®): Treatment,结肠癌（PDQ®）：治疗​
Phrase,p20,Treatment of Liver Metastasis,肝转移治疗
Phrase,p21,Stage I Colon Cancer,I期结肠癌
Phrase,p22,Adenocarcinoma (most colon cancers),腺癌（多数结肠癌）
Phrase,p23,Stage III Colon Cancer,III期结肠癌
Phrase,p24,Stage 0 Colon Cancer,0期结肠癌
Phrase,p25,Chemotherapy and targeted therapy,化疗和靶向治疗
Phrase,p26,Stage 0 Colon Cancer Treatment,0期结肠癌的治疗
Phrase,p27,Stage Information for Colon Cancer,结肠癌的分期信息
Phrase,p28,T1 = Tumor invades submucosa,T1 = 肿瘤侵犯粘膜下层
Phrase,p29,Cellular Classification of Colon Cancer,结肠癌的细胞学分类
Phrase,p30,Chemotherapy regimens prior to 2000,早于2000年使用的化疗方案
Phrase,p31,Stage II Colon Cancer Treatment,II期结肠癌的治疗
Phrase,p32,These groups include the following:,相关遗传性疾病包括：
Phrase,p33,Wide surgical resection and anastomosis,广泛切除联合肠吻合术
Phrase,p34,Involvement of the visceral peritoneum,肿瘤累及脏层腹膜
Phrase,p35,Stage III Colon Cancer Treatment,III期结肠癌的治疗
Phrase,p36,Treatment Options Under Clinical Evaluation,处于临床评估阶段的治疗方案
Phrase,p37,"Any T, Any N, M1b",任何T，任何N，M1b
Phrase,p38,Treatment options for recurrent cancer,复发性结肠癌的治疗选择
Phrase,p39,Stage I Colon Cancer Treatment,I期结肠癌的治疗
Phrase,p40,M0 = No distant metastasis,M0：无远处转移
Phrase,p41,General Information About Colon Cancer,结肠癌的基本信息
Phrase,p42,"Any T, Any N, M1a",任何T，任何N，M1a
Phrase,p43,Evidence (5-FU alone and 5-FU-semustine):,证据（单独使用5-FU或5-FU-司莫司汀）：
Phrase,p44,Treatment Option Overview for Colon Cancer,结肠癌治疗选择概述
Phrase,p45,T2 = Tumor invades muscularis propria,T2 = 肿瘤侵犯固有肌层
Phrase,p46,"New cases: 102,480 (colon cancer only)","新发病例数：102,480例（仅结肠癌）"
Phrase,p47,AJCC Stage Groupings and TNM Definitions,AJCC分期与TNM定义
Phrase,p48,Added Aflibercept as a new subsection,添加“阿柏西普​”章节
Phrase,p49,Surgical resection of locally recurrent cancer,手术切除局部复发性结肠癌
Phrase,p50,Other prognostic factors include the following:,其他预后因素包括：
Phrase,p51,MAC is the modified Astler-Coller classification,MAC为改良的Astler-Coller分类标准
Phrase,p52,Stage IV and Recurrent Colon Cancer Treatment,IV期结肠癌与复发性结肠癌的治疗
Phrase,p53,Table 4. Definitions of TNM Stage III,表4.TNM III期的定义
Phrase,p54,T0 = No evidence of primary tumor,T0 = 无原发肿瘤证据
Phrase,p55,Table 1. Definitions of TNM Stage 0,表1.TNM 0期的定义
Phrase,p56,Table 3. Definitions of TNM Stage II,表3.TNM II期的定义
Phrase,p57,Levamisole alone did not confer these benefits,单独使用左旋咪唑进行化疗无此获益
Phrase,p58,"Deaths: 50,830 (colon and rectal cancers combined)","死亡病例数：50,830（结肠癌和直肠癌）"
Phrase,p59,The presence or absence of nodal involvement,是否累及淋巴结
Phrase,p60,N0 = No regional lymph node metastasis,N0：无区域淋巴结转移
Phrase,p61,Table 5. Definitions of TNM Stage IV,表5.TNM IV期的定义
Phrase,p62,TX = Primary tumor cannot be assessed,TX = 原发肿瘤无法评估
Phrase,p63,Table 2. Definitions of TNM Stage I,表2.TNM I期的定义
Phrase,p64,Added Third-line chemotherapy as a new subsection,添加“三线化疗”章节
Phrase,p65,The presence or absence of distant metastases,是否有远处转移
Phrase,p1,Esophageal Cancer Screening,食管癌筛查
Phrase,p2,Evidence of Harm,危害证据
Phrase,p3,Squamous Cell Cancer,鳞状细胞癌
Phrase,p4,Esophageal Cancer (PDQ®): Screening,食管癌（PDQ®）：筛查
Phrase,p5,Internal Validity : Fair,可信度： 一般
Phrase,p6,Consistency : Multiple studies,一致性： 多项研究
Phrase,p7,External Validity : Poor,可推广度： 较差
Phrase,p8,"Natural History, Incidence, and Mortality",自然病程、发病率及死亡率
Phrase,p9,The epidemiology of these types varies markedly,不同类型食管恶性肿瘤的流行病学特征有显著差异
Phrase,p1,"New cases: 2,240","新发病例：2,240例"
Phrase,p2,male breast cancer,男性乳腺癌
Phrase,p3,Initial Surgical Management,初始手术治疗
Phrase,p4,Locally Recurrent Disease,局部复发
Phrase,p5,Trastuzumab (under clinical evaluation),曲妥珠单抗（在临床评估阶段）
Phrase,p6,Sexuality and Reproductive Issues,性功能与生殖系统问题
Phrase,p7,Sweats and Hot Flashes,出汗与潮热
Phrase,p8,Tamoxifen (under clinical evaluation),他莫昔芬（在临床评估阶段）
Phrase,p9,Male Breast Cancer (PDQ®): Treatment,男性乳腺癌（PDQ®）：治疗​​
Phrase,p10,Tamoxifen for estrogen receptor–positive patients,雌激素受体阳性患者可接受他莫昔芬治疗
Phrase,p11,"Initially, hormonal therapy is recommended",内分泌治疗开始作为推荐治疗方法
Phrase,p12,Male breast cancer is rare,男性乳腺癌十分罕见
Phrase,p13,CAF: cyclophosphamide plus doxorubicin plus fluorouracil,CAF：环磷酰胺、阿霉素、氟尿嘧啶
Phrase,p14,CMF: cyclophosphamide plus methotrexate plus fluorouracil,CMF：环磷酰胺、甲氨蝶呤、氟尿嘧啶
Phrase,p15,General Information About Male Breast Cancer,男性乳腺癌的基本信息
Phrase,p16,Hormonal therapies may be used sequentially,内分泌治疗可以为序贯治疗
Phrase,p17,Treatment Options for Male Breast Cancer,男性乳腺癌的治疗选择
Phrase,p18,Intraductal cancer has been described as well,导管内癌也较为常见
Phrase,p1,Nausea and Vomiting,恶心与呕吐
Phrase,p2,Benefit of chemotherapy,化疗获益
Phrase,p3,Docetaxel and capecitabine,多西他赛联合卡培他滨
Phrase,p4,Adjuvant Systemic Therapy,辅助全身治疗
Phrase,p5,Sentinel node biopsy,前哨淋巴结活检
Phrase,p6,Docetaxel plus trastuzumab,多西他赛联合曲妥珠单抗
Phrase,p7,Treatment Option Overview,治疗方案概述
Phrase,p8,Lapatinib plus paclitaxel,拉帕替尼联合紫杉醇
Phrase,p9,Diagnostics and Survival,诊断和生存
Phrase,p10,Pertuzumab plus trastuzumab,帕妥珠单抗联合曲妥珠单抗
Phrase,p11,"New cases: 235,030","​新发病例数：235,030"
Phrase,p12,None or tamoxifen,无，或他莫昔芬
Phrase,p13,Triple-Negative Breast Cancer,三阴性乳腺癌
Phrase,p14,Preoperative neoadjuvant chemotherapy,术前新辅助化疗
Phrase,p15,Postoperative adjuvant chemotherapy,术后辅助化疗
Phrase,p16,Post-breast conservation surgery,保乳术后
Phrase,p17,Vinorelbine and epirubicin,长春瑞滨联合表柔比星
Phrase,p18,triple-negative breast cancer,三阴性乳腺癌
Phrase,p19,Capecitabine and ixabepilone,卡培他滨联合伊沙匹隆
Phrase,p20,Tamoxifen toxic effects,他莫昔芬的毒性作用
Phrase,p21,Docetaxel plus pertuzumab,多西他赛联合帕妥珠单抗
Phrase,p22,recurrent breast cancer,复发性乳腺癌
Phrase,p23,–M0 includes M0(i+),–M0包括M0(i+)
Phrase,p24,inflammatory breast cancer,炎性乳腺癌
Phrase,p25,Tamoxifen and chemotherapy,他莫昔芬和化疗
Phrase,p26,Lapatinib plus capecitabine,拉帕替尼联合卡培他滨
Phrase,p27,Docetaxel and doxorubicin,多西他赛联合阿霉素
Phrase,p28,Doxorubicin and paclitaxel,阿霉素联合紫杉醇
Phrase,p29,Timing of surgery,手术时机
Phrase,p30,Incidence and Mortality,发病率和死亡率
Phrase,p31,Lapatinib plus trastuzumab,拉帕替尼联合曲妥珠单抗
Phrase,p32,Overview of Chemotherapy,治疗概述
Phrase,p33,Hormone Replacement Therapy,激素替代治疗
Phrase,p34,T1 includes T1mi,T1包括T1mi
Phrase,p35,Docetaxel and cyclophosphamide,多西他赛联合环磷酰胺
Phrase,p36,Positive axillary nodes,淋巴结转移阳性
Phrase,p37,"CMF: cyclophosphamide, methotrexate, 5-fluorouracil",CMF：环磷酰胺，甲胺蝶呤，5-氟尿嘧啶
Phrase,p38,Large tumors (T2 lesions),​肿瘤较大（T2期病变）
Phrase,p39,"Premenopausal, ER-negative or PR-negative",绝经前，ER阴性或PR阴性
Phrase,p40,stage IV breast cancer,IV期乳腺癌
Phrase,p41,Results have been inconsistent,研究结果并不一致
Phrase,p42,Adult Hodgkin Lymphoma Treatment,成人霍奇金淋巴瘤的治疗
Phrase,p43,Axillary lymph node surgery,腋窝淋巴结手术
Phrase,p44,Ductal Carcinoma In Situ,导管原位癌
Phrase,p45,HER2/neu receptor status testing,HER2/neu表达情况检测
Phrase,p46,stage II breast cancer,II期乳腺癌
Phrase,p47,"Postmenopausal, ER-negative or PR-negative",绝经后，ER阴性或PR阴性
Phrase,p48,Observation after diagnostic biopsy,诊断性活检后观察
Phrase,p49,Sexuality and Reproductive Issues,性功能和生殖问题
Phrase,p50,stage I breast cancer,I期乳腺癌
Phrase,p51,"CAF: cyclophosphamide, doxorubicin, 5-fluorouracil",CAF：环磷酰胺，阿霉素，5-氟尿嘧啶
Phrase,p52,Posttreatment yp M classification,治疗后yp M分期
Phrase,p53,ER or PR status,ER或PR状态
Phrase,p54,stage IIIB breast cancer,IIIB期乳腺癌
Phrase,p55,stage IIIC breast cancer,IIIC期乳腺癌
Phrase,p56,Lobular Carcinoma In Situ,小叶原位癌
Phrase,p57,Prognostic and Predictive Factors,预后和预测因素
Phrase,p58,Level of evidence: 1iiA,证据等级：1iiA
Phrase,p59,BRCA1 and BRCA1 mutations,BRCA1和BRCA2基因突变
Phrase,p60,Recurrent local-regional breast cancer,局部-区域复发性乳腺癌
Phrase,p61,Breast Cancer (PDQ®): Treatment,乳腺癌（PDQ®）：治疗
Phrase,p62,stage IIIA breast cancer,IIIA期乳腺癌
Phrase,p63,Adjuvant radiation and chemotherapy,辅助放疗与化疗
Phrase,p64,CA: cyclophosphamide and doxorubicin,CA：环磷酰胺，阿霉素
Phrase,p65,Cardiac mortality decreased accordingly,心脏相关死亡率随之下降
Phrase,p66,Sweats and Hot Flashes,潮热和盗汗
Phrase,p67,Both T4a and T4b,同时满足T4a和T4b
Phrase,p68,"Premenopausal, ER-positive or PR-positive",绝经前，ER阳性或PR阳性
Phrase,p69,"Stroke RR, 1.06 (0.83–1.36)",卒中RR，1.06（0.83-1.36）
Phrase,p70,Chemotherapy and tamoxifen risks,化疗联合他莫昔芬的风险
Phrase,p71,Level of evidence: 1iDii,证据等级：1iDii
Phrase,p72,"Postmenopausal, ER-positive or PR-positive",绝经后，ER阳性或PR阳性
Phrase,p73,ductal breast carcinoma in situ,导管原位癌
Phrase,p74,Results are expected in 2016,预期将在2016年公布结果
Phrase,p75,General Information About Breast Cancer,乳腺癌的基本信息
Phrase,p76,Stage Information for Breast Cancer,乳腺癌分期
Phrase,p77,Cellular Classification of Breast Cancer,乳腺癌的细胞学分型
Phrase,p78,Adult Soft Tissue Sarcoma Treatment,成人软组织肉瘤的治疗
Phrase,p79,Genetic Characteristics and Risk Factors,遗传学特征和危险因素
Phrase,p80,Stage IV and metastatic disease,IV期与转移性乳腺癌
Phrase,p81,"Carcinoma, NOS (not otherwise specified)",​癌，NOS（如无特殊说明）
Phrase,p82,No regional lymph node metastases,无区域淋巴结转移
Phrase,p83,Cycle Number and Duration (d),疗程数与持续时间（天）
Phrase,p84,Late toxic effects of radiation,放疗的迟发毒性作用
Phrase,p85,lobular breast carcinoma in situ,小叶原位癌
Phrase,p86,Docetaxel plus trastuzumab and pertuzumab,多西他赛、曲妥珠单抗联合帕妥珠单抗
Phrase,p87,"Dose-intensity, dose-density, and high-dose chemotherapy",剂量强度、剂量密度与大剂量化疗
Phrase,p88,"Ovarian ablation, tamoxifen, and chemotherapy",卵巢去势、他莫昔芬和化疗
Phrase,p89,The stage of the disease,肿瘤分期
Phrase,p90,ER and PR status testing,ER和PR表达情况检测
Phrase,p91,Breast-conserving surgery without radiation therapy,​保乳手术，不行放疗
Phrase,p92,Added Pertuzumab as a new subsection,增添内容：帕妥珠单抗章节
Phrase,p93,Tumors with an extensive intraductal component,​伴有大量导管内癌成分
Phrase,p94,Tumor >50 mm in greatest dimension,肿瘤最大径>50 mm
Phrase,p95,Total mastectomy with or without tamoxifen,乳房单纯切除术，加用或不加用他莫昔芬
Phrase,p96,Cardiac toxic effects with adjuvant trastuzumab,曲妥珠单抗辅助治疗的心脏毒性反应
Phrase,p97,No difference in OS was observed,两组OS无显著差异
Phrase,p98,Shorter hypofractionation schemes achieve comparable results,短暂低剂量分次模式亦可获得类似疗效
Phrase,p99,Tumor ≤1 mm in greatest dimension,肿瘤最大径≤1 mm
Phrase,p100,Metastases in ipsilateral infraclavicular lymph node(s),同侧锁骨下淋巴结转移
Phrase,p101,Treatment Options for Patients With DCIS,DCIS患者的治疗方案
Phrase,p102,Metastases in ipsilateral supraclavicular lymph node(s),同侧锁骨上淋巴结转移
Phrase,p103,Metastases in 4–9 axillary lymph nodes,4–9枚腋窝淋巴结转移
Phrase,p104,Metastases in 1–3 axillary lymph nodes,1-3枚腋窝淋巴结转移
Phrase,p105,Genetics of Breast and Ovarian Cancer,乳腺癌和卵巢癌的遗传学
Phrase,p106,Low Risk (Has All Listed Factors),低危（满足下列所有条件）
Phrase,p107,Timing of Primary and Adjuvant Therapy,主要治疗和辅助治疗的时机
Phrase,p108,Metastases in ipsilateral supraclavicular lymph nodes,同侧锁骨上淋巴结转移
Phrase,p109,Treatment Options for Patients With LCIS,LCIS患者的治疗方案
Phrase,p110,Metastases in ≥10 axillary lymph nodes,10枚及以上腋窝淋巴结转移
Phrase,p111,Tumor ≤20 mm in greatest dimension,肿瘤最大径≤20 mm
Phrase,p112,Slightly more than 20% had received chemotherapy,超过20%的患者已接受化疗
Phrase,p113,"Stage IV, Recurrent, and Metastatic Breast Cancer",IV期、复发性与转移性乳腺癌
Phrase,p114,Final results of this trial are pending,该试验最终结果尚未公布
Phrase,p115,No regional lymph node metastasis identified histologically,组织学上未见区域淋巴结转移
Phrase,p116,Oral Complications of Chemotherapy and Head/Neck Radiation,化疗与头颈部放疗的口腔并发症
Phrase,p117,"Proliferative capacity of the tumor (e.g., Ki67)",肿瘤增殖能力（例如Ki67水平）
Phrase,p1,Pylori infection eradication,幽门螺杆菌感染的根治
Phrase,p2,H. pylori infection eradication,根除幽门螺杆菌感染
Phrase,p3,Stomach (Gastric) Cancer (PDQ®): Prevention,胃癌（PDQ®）：预防
Phrase,p4,Consistency: Small number of studies,一致性：研究数量少
Phrase,p1,Okuda Staging System,Okuda分期系统
Phrase,p2,Treatment option overview--legacy,治疗选择概述--后遗效应
Phrase,p3,Treatment by stage--legacy,不同分期的治疗--后遗效应
Phrase,p4,Alpha-fetoprotein (AFP) levels,甲胎蛋白（AFP）水平
Phrase,p5,adult primary liver cancer,成人原发性肝癌
Phrase,p6,Liver (Hepatocellular) Cancer Screening,肝（细胞）癌的筛查
Phrase,p7,Multiple tumors >5 cm,多发性肿瘤，大小超过5cm
Phrase,p8,Regional lymph node metastasis,有区域淋巴结转移
Phrase,p9,Histologic classification is as follows:,组织学分类如下：
Phrase,p10,Table 1. Primary Tumor (T),表1. 原发性肿瘤（T）
Phrase,p11,Table 4. Anatomic Stage/Prognostic Groups,表4.解剖分期/预后分组
Phrase,p12,Hepatoblastoma rarely occurs in adults,肝母细胞瘤在成人中罕见
Phrase,p13,Natural History and Prognostic Factors,自然病程与预后因素
Phrase,p14,Solitary tumor without vascular invasion,实体肿瘤，无血管浸润
Phrase,p15,Adult Primary Liver Cancer (PDQ®): Treatment,成人原发性肝癌（PDQ®）：治疗
Phrase,p16,Table 2. Regional Lymph Nodes (N),表2.区域淋巴结（N）
Phrase,p17,The etiology of HCC is likely multifactorial,HCC可能由多因素引起
Phrase,p18,Cellular Classification of Adult Primary Liver Cancer,成人原发性肝癌的细胞学分类
Phrase,p19,Barcelona Clinic Liver Cancer (BCLC) Staging System,巴塞罗那临床肝癌（BCLC）分期系统
Phrase,p20,General Information About Adult Primary Liver Cancer,成人原发性肝癌的基本信息
Phrase,p21,Stage Information for Adult Primary Liver Cancer,成人原发性肝癌的分期
Phrase,p1,Treatment by stage--legacy,依据分期的治疗--legacy
Phrase,p2,Gastric adenomatous polyps,胃腺瘤性息肉
